id,size,color,source,target
"Ернандес, Мігель: [Поезії], № 04",1,#84B5B33,1990 - 2000,English
"Ернандес, Мігель: [Поезії], № 10",1,#D1605E,1990 - 2000,2000
"Ернандес, Мігель: Коні червоні: [Вірш], № 09",1,#E59266,2000,"Адамс, Дуглас: Життя, всесвіт і все суще: Роман-фантасмагорія, № 10"
"Еррера Гарсіа, Адольфо: Хуан Варела: Повість, № 05",1,#84B5B22,1990 - 2000,Great Britain. English Literature
"Еррера Петере, Хосе: -, № 08",1,#D1605E,1990 - 2000,English
"Ертай, Жаклін: Поезії, № 04",1,#E59264,1990 - 2000,1990
"Ескарпі, Робер: Таємниця бабушки: Розд. з повісті «Репортажі Перекотигорба», № 08",1,#F2A2A28,1990,"Адамс, Дуглас: Путівник по Галактиці для космотуристів: Роман, № 08"
"Есківель, Сіра Андрес: Якби я сказала друзям: [Вірш], № 05",1,#84B5B23,1990 - 2000,Great Britain. English Literature
"Еспріу, Сальвадор: Світ Антоні Міро: [Вірш], № 05",1,#D1605E,1990 - 2000,English
"Еспронседа, Хосе де |Еспронседа-і-Дельгадо: «Я кинувся кометою прудкою...»: [Вірш], № 02",1,#E59265,1990 - 2000,1996
"Еспронседа, Хосе де |Еспронседа-і-Дельгадо: [Поезії], № 04",1,#F2A2A29,1996,"Адамс, Дуглас: Ресторан на краю Всесвіту: Повість, № 03"
"Еспронседа, Хосе де |Еспронседа-і-Дельгадо: Пісня корсара: [Вірш], № 05",1,#84B5B36,1990 - 2000,Great Britain. English Literature
"Етвуд, Маргарет: [Поезії], № 05",1,#84B5B37,1990 - 2000,English
"Ецде, Міхаель: Перший урок: Оповідання, № 12",1,#D1605E,1990 - 2000,1991
"Ешенбах, Вольфрам фон: Ти співом скрите кохання: [Вірш], № 12",1,#E59265,1991,"Армстронг, Дж: Кам’яна діва: Оповідання, № 10"
"Євтимов, Євтим: Поезії, № 02",1,#F2A2A29,1970 - 1980,Great Britain. English Literature
"Євтимов, Євтим: Тополі біля вокзалу: Вірш, № 07",1,#84B5B24,1970 - 1980,English
"Єггі, Урс: Фотограф: Оповідання, № 06",1,#D1605E,1970 - 1980,1974
"Єгорський В: Гади: Оповідання, № 01",1,#E59266,1974,"Байрон, Джордж Гордон: Дон Жуан: Пісня перша, № 04"
"Єленков, Лучезар: Поезії, № 12",1,#F2A2A30,1990 - 2000,Great Britain. English Literature
"Єллес, Мурад: Продавець жасмину: Оповідання, № 01",1,#84B5B35,1990 - 2000,-
"Єрошенко, Василь: Шахова триходівка: Нарис із життя чукчів, № 7/8",1,#84B5B36,1990 - 2000,1990
"Єсенін, Сергій: [Поезії], № 11/12",1,#D1605E,1990,"Байрон, Джордж Гордон: Дон Жуан: Пісня сімнадцята, № 05"
"Єсенський, Янко. [: Поезії], № 06",1,#E59266,1980 - 1990,Great Britain. English Literature
"Єтецик Ірен: Мазепа, гетьман України: Роман, № 1/2",1,#F2A2A30,1980 - 1990,-
"Єфтимю, Віктор: Руки: [Вірш], № 10",1,#84B5B25,1980 - 1990,1982
"Жабський, Олександр: Вночі на землю: [Вірші], № 11",1,#D1605E,1982,"Байрон, Джордж Гордон: Дон Жуан: Роман у віршах: Уривки, № 06"
"Жабський, Олександр: Я йду, № 11",1,#E59267,1980 - 1990,Great Britain. English Literature
"Жакмен, Франсуа: Поезії, № 04",1,#F2A2A31,1980 - 1990,English
"Жакоб, Макс: Від’їзд: [Вірш], № 03",1,#84B5B4,1980 - 1990,1984
"Жакоте, Філіпп: [Поезії], № 03",1,#84B5B3,1984,"Байрон, Джордж Гордон: Каїн: Містерія, № 03"
"Жале: [Поезії], № 11",1,#84B5B3,1990 - 2000,Great Britain. English Literature
"Жаміак, Ів: Морські свинки: П’єса, № 04",1,#D1605E,1990 - 2000,English
"Жао, Чжан-фин: Голос миру: [Вірш], № 05",1,#E59264,1990 - 2000,1998
"Жарий [Жари], Штефан: Воно як самоцвіт: [Вірші], № 11",1,#F2A2A28,1998,"Байрон, Джордж Гордон: Паломництво Чайльд-Гарольда: Уривки з поеми, № 10"
"Жарий [Жари], Штефан: Нова зірка: [Вірш], № 05",1,#84B5B23,1970 - 1980,Great Britain. English Literature
"Жарий [Жари], Штефан: Різьбярі камей, № 11",1,#D1605E,1970 - 1980,English
"Жарий [Жари], Штефан: Різьбярі камей: [Вірш], № 06",1,#E59265,1970 - 1980,1972
"Жачек, Їржі: Мадонна 1945-го: [Вірш], № 12",1,#F2A2A29,1972,"Байрон, Джордж Гордон: [article Поезії, № 05"
"Жеков, Васко: Тернак: Новела, № 04",1,#84B5B36,1970 - 1980,Great Britain. English Literature
"Желіговський: [Поезії], № 06",1,#84B5B37,1970 - 1980,English
"Желязни, Роджер: Бог світла: Фантаст, роман, № 03",1,#D1605E,1970 - 1980,1978
"Желязни, Роджер: Бог світла: Фантаст, роман, № 04",1,#E59265,1978,"Байрон, Джордж Гордон: Поезії, № 07"
"Жене, Жан: Покоївки: П’єса, № 01",1,#F2A2A29,1990 - 2000,Great Britain. English Literature
"Жень, Веньжань: Сальто: [Байка], № 01",1,#84B5B24,1990 - 2000,English
"Жерніцький, Януш: Мить: [Вірш], № 12",1,#D1605E,1990 - 2000,2000
"Жигалка [Жигалко], Сергій: Слід заячий: Оповідання, № 1/3",1,#E59266,2000,"Байрон, Джордж Гордон: [Поезії, № 3/4"
"Жигалка [Жигалко], Сергій: Тумба: Оповідання, № 08",1,#F2A2A30,1960 - 1970,Great Britain. English Literature
"Жигалка [Жигалко], Сергій: Чого хочуть хінці?: Оповідання, № 16",1,#84B5B35,1960 - 1970,English
"Жилко, Юрій: Кам’яна баба: Урив, з поеми, № 41",1,#84B5B36,1960 - 1970,1961
"Жіврі Крістіна & Бержере Ів: Гості: [Вірш], № 04",1,#D1605E,1961,"Байрон, Джордж Гордон: Сенахерібова поразка: Вірш, № 07"
"Жотев, Добрі: Айше: Новела, № 04",1,#E59266,1980 - 1990,Great Britain. English Literature
"Жуї, Жюль: Пам’ятник панові Тьєру: [Вірші], № 03",1,#F2A2A30,1980 - 1990,English
"Жупанчич, Отон: Чуєш, поете?: [Вірш], № 11",1,#84B5B25,1980 - 1990,1988
"Журба, Андрій: Жило собі село: Оповідання, № 20",1,#D1605E,1988,"Баллард, Джеймс Г: Атака на мозок: Оповідання, № 02"
"Журний, Мірко: Струсонулось: Гумореска, № 49/50",1,#E59267,1990 - 2000,Great Britain. English Literature
"Журний, Мірко: Чорні дні: Оповідання, № 29",1,#F2A2A31,1990 - 2000,English
"Забіла, Наталя: Балада півночі: [Вірш], № 01",1,#84B5B22,1990 - 2000,1990
"Забіла, Наталя: Романтична історія: Оповідання, № 17",1,#D1605E,1990,"Бейтс, Герберт Ернест: Доброчесний Сайлас: Оповідання, № 02"
"Завада, Вілем: [Поезії], № 07",1,#E59264,1990 - 2000,Great Britain. English Literature
"Завада, Вілем: А все ж таки: [Вірш], № 02",1,#F2A2A28,1990 - 2000,English
"Загоруйко П: Аварія: Оповідання, № 12",1,#84B5B23,1990 - 2000,1990
"Загоруйко П: Раби: Оповідання, № 24",1,#D1605E,1990,"Берджес, Ентоні: Механічний апельсин: Роман, № 05"
"Загоруйко П: Установа пані Кейт: Оповідання, № 20",1,#E59265,1990 - 2000,Great Britain. English Literature
"Задура, Богдан: [Поезії], № 03",1,#F2A2A29,1990 - 2000,English
"Закані, Убецд: Трактат, що звеселяє серце, № 07",1,#84B5B36,1990 - 2000,1990
"Заковський, Гельмут: Судовий процес: Оповідання, № 09",1,#84B5B37,1990,"Берклі, Ентоні: Випадок-месник: Оповідання, № 03"
"Залєвський, Вітольд: Прусський мур: Повість: Скорочено, № 03",1,#D1605E,1990 - 2000,Great Britain. English Literature
"Залка, Мате: На четвертому поверсі: Оповідання, № 21",1,#E59265,1990 - 2000,English
"Залка, Мате: На четвертому поверсі: Оповідання, № 22",1,#F2A2A29,1990 - 2000,1996
"Залка, Мате: На четвертому поверсі: Оповідання, № 23",1,#84B5B24,1996,"Браунінг, Елізабет Баррет: Португальські сонети, № 01"
"Залка, Мате: На четвертому поверсі: Оповідання, № 24",1,#D1605E,1990 - 2000,Great Britain. English Literature
"Залка, Мате: На четвертому поверсі: Оповідання, № 25",1,#E59266,1990 - 2000,English
"Залка, Мате: На четвертому поверсі: Оповідання, № 26",1,#F2A2A30,1990 - 2000,1991
"Залуцький, Маріан: Буква «С»: Фрашка, № 05",1,#84B5B35,1991,"Вордсворт, Вільям: Поезії, № 05"
"Заман, Фахр: В’язень: Роман, № 10",1,#84B5B36,1980 - 1990,Great Britain. English Literature
"Замбор, Ян: На ікарівський мотив, № 01",1,#D1605E,1980 - 1990,-
"Замбор, Ян: Приблизно, правдоподібно: [Вірш], № 03",1,#E59266,1980 - 1990,1983
"Замбор, Ян: Сиджо про працю: [Поезії], № 01",1,#F2A2A30,1983,"Вордсворт, Вільям: Сонети, № 02"
"Запорожець П: Квартали: [Вірш], № 20",1,#84B5B25,1970 - 1980,Great Britain. English Literature
"Затлер, Фріц: Березневі бурі...: [Вірш], № 01",1,#D1605E,1970 - 1980,English
"Захер-Мазох, Леопольд фон: Дон Жуан з Коломиї: Повість, № 03",1,#E59267,1970 - 1980,1978
"Захер-Мазох, Леопольд фон: Жіночі образки з Галичини: Оповідання, № 03",1,#F2A2A31,1978,"Гакслі(Хакслі), Олдос: Жовтий Кром: Роман, № 01"
"Захір, Разія Саджад: Фарби плачуть: Оповідання, № 08",1,#84B5B22,1990 - 2000,Great Britain. English Literature
"Зацднер, Курт: Нещадна ніч: Роман, № 5,6",1,#D1605E,1990 - 2000,English
"Збіглей, Йосиф: [Поезії], № 06",1,#E59264,1990 - 2000,1994
"Збура, Іван: Канадійські емігранти: [Вірш], № 11",1,#F2A2A28,1994,"Гакслі(Хакслі), Олдос: Прекрасний новий світ: Роман, № 05"
"Звандрлік, Мирослав: Клопіт з третьою дружиною: Оповідання, № 02",1,#84B5B23,1990 - 2000,Great Britain. English Literature
"Зданевський, Анджей: Ленінський фронт: [Вірш], № 04",1,#D1605E,1990 - 2000,English
"Зегерс, Анна: Три жінки з Гаїті: Оповідання, № 06",1,#E59265,1990 - 2000,1994
"Зелінова, Гана: Повернення небажане: Новела, № 02",1,#F2A2A29,1994,"Гакслі(Хакслі), Олдос: Прекрасний новий світ: Роман, № 06"
"Зелінова, Гана: Чардаш диявола: Роман, № 04",1,#84B5B36,1990 - 2000,Great Britain. English Literature
"Зелінова, Гана: Чардаш диявола: Роман, № 05",1,#84B5B37,1990 - 2000,English
"Зелк, Золтан: [Поезії], № 07",1,#D1605E,1990 - 2000,1994
"Зелк, Золтан: Біля могили червоноармійця: [Вірш], № 05",1,#E59265,1994,"Гакслі(Хакслі), Олдос: Прекрасний новий світ: Роман, № 07"
"Зелк, Золтан: Біля пам’ятника червоноармійцю: [Вірш], № 05",1,#F2A2A29,1990 - 2000,Great Britain. English Literature
"Зехентер, Вітольд: [Поезії], № 11",1,#84B5B24,1990 - 2000,English
"Зехентер, Вітольд: На голову консерватора, № 10",1,#D1605E,1990 - 2000,1999
"Зехентер, Вітольд: Співчуття: Фрашки, № 10",1,#E59266,1999,"Гакслі(Хакслі), Олдос: Усмішка Джоконди: Оповідання, № 5/6"
"Зимний, Леонід: Марш: [Вірш], № 06",1,#F2A2A30,1990 - 2000,Great Britain. English Literature
"Зионг, Хионг Лі: Наша з тобою розмова: Вірш, № 10",1,#84B5B35,1990 - 2000,English
"Зідич, Ігор: [Поезії], № 8/9",1,#84B5B36,1990 - 2000,1995
"Зінгер, Іцхак Башевіс: Чому кричали гуси: Оповідання, № 9/10",1,#D1605E,1995,"Гакслі(Хакслі), Олдос: Помста професора Моріарті: Роман, № 07"
"Зінке, Хараламб: Дивне дівчисько, № 05",1,#E59266,1990 - 2000,Great Britain. English Literature
"Зінке, Хараламб: Зефір: Новели, № 05",1,#F2A2A30,1990 - 2000,English
"Зінке, Хараламб: Рука Геркулеса, № 05",1,#84B5B25,1990 - 2000,1995
"Зіяр, Муджавар Ахмад: Поезії, № 03",1,#D1605E,1995,"Гакслі(Хакслі), Олдос: Помста професора Моріарті: Роман, № 08"
"Златін Гр: Симулянти: Гумореска, № 26",1,#E59267,1990 - 2000,Great Britain. English Literature
"Златокудр, Іван: Батько: [Вірш], № 08",1,#F2A2A31,1990 - 2000,English
"Зогович, Радован: [Поезії], № 03",1,#84B5B34,1990 - 2000,1995
"Зогович, Радован: Апокриф: [Вірш], № 01",1,#84B5B35,1995,"Гакслі(Хакслі), Олдос: Помста професора Моріарті: Роман, № 09"
"Золотарьов Ю: Лист американського президента: Оповідання, № 29",1,#D1605E,1990 - 2000,Great Britain. English Literature
"Зорін, Володимир [Вл.]: Заповіт ротного: (Епізод з громадян, війни): Оповідання, № 45",1,#E59267,1990 - 2000,English
"Зорін, Володимир [Вл.]: На кордоні: (Епізод з громадян, війни):Оповідання, № 08",1,#84B5B23,1990 - 2000,1997
"Зорін, Володимир [Вл.]: У хуторі Бичок: Оповідання, № 46",1,#D1605E,1997,"Генд, Ентоні: Всім потроху: Оповідання, № 3/4"
"Зоря Ю: Робкор - поетові: [Вірш], № 50",1,#E59265,1990 - 2000,Great Britain. English Literature
"Зуєвський, Олег: [Вірші], № 11",1,#F2A2A29,1990 - 2000,English
"Зупічич, Сергій: Вуковар: [Вірш], № 8/9",1,#84B5B24,1990 - 2000,1993
"Зцдаров(3идар), Никола: Кімната Леніна в Смольному: [Вірш], № 03",1,#D1605E,1993,"Гендс, Джон: Перебудова Господня: Роман, № 01"
"Зцдаров(3идар), Никола: Сонети про Москву: Цикл сонетів, № 05",1,#E59266,1990 - 2000,Great Britain. English Literature
"Зюверкрюп, Дітер: Співаю, протестую і живу: Пісні, № 05",1,#F2A2A30,1990 - 2000,English
"Зюскінд, Патрік: Запахи. Історія одного вбивці: Роман, № 11/12",1,#84B5B38,1990 - 2000,1993
"Зюскінд, Патрік: Історія пана Зоммера: Повість, № 01",1,#84B5B39,1993,"Гендс, Джон: Перебудова Господня: Роман, № 02"
"Зюскінд, Патрік: Контрабас: Радіоп’єса, № 12",1,#D1605E,1990 - 2000,Great Britain. English Literature
"І, Ньї: Ким, синку, завтра станеш ти?: Вірш, № 09",1,#E59266,1990 - 2000,English
"Ї, Хіо-Сьок: Гречаний цвіт: Оповідання, № 9/10",1,#F2A2A30,1990 - 2000,2000
"Ібадулла: Тугі наме (Книга папуги), № 06",1,#84B5B25,2000,"Гендс, Джон: Темрява на світанку: Роман, № 1/2"
"Ібаньєс, Бласко: Мавританська помста: Новела, № 02",1,#D1605E,1960 - 1970,Great Britain. English Literature
"Ібн-Сіна, Абу Алі |Авіцена|: Кита, № 12",1,#E59267,1960 - 1970,English
"Ібн-Сіна, Абу Алі |Авіцена|: Рубаї, № 12",1,#F2A2A31,1960 - 1970,1964
"Ібрагім, Хафіз: Арабська мова: Вірш, № 03",1,#84B5B37,1964,"Гіббс, Уолкотт: На все добре, містер Шекспір, № 05"
"Ібусе, Масудзі: Краплі: Новела, № 03",1,#84B5B38,1960 - 1970,Great Britain. English Literature
"Іванов (Іванів), Павло: √1.000 крб. = X: Оповідання, № 18",1,#D1605E,1960 - 1970,English
"Іванов (Іванів), Павло: Лі-Пен-Чан - комсомой-ла: Оповідання, № 02",1,#E59267,1960 - 1970,1964
"Іванов (Іванів), Павло: На «понт»: Оповідання, № 09",1,#F2A2A31,1964,"Гіббс, Уолкотт: Чиє це життя?: Гуморески, № 05"
"Іванов (Іванів), Павло: Проклятий телефон: Оповідання, № 08",1,#84B5B26,1980 - 1990,Great Britain. English Literature
"Іванов (Іванів), Павло: Станція Березань: Урив, з кн. «Колгосп з сивою бородою», № 18",1,#D1605E,1980 - 1990,English
"Іванов [Іванів], Мик: Дванадцять: [Вірш], № 01",1,#E59268,1980 - 1990,1988
"Іванов [Іванів], Мик: Донбас: [Вірш], № 07",1,#F2A2A32,1988,"Годдінг, Вільям(Уїльям): Бог-Скорпіон: Повість, № 12"
"Іванович Вл: Морська бригада: [Вірш], № 35/36",1,#84B5B4,1960 - 1970,Great Britain. English Literature
"Івасюк, Александру: Раки: Роман, № 10",1,#84B5B3,1960 - 1970,English
"Івасюк, Александру: Раки: Роман, № 11",1,#84B5B3,1960 - 1970,1967
"Івашкевич, Ярослав: [Поезії], № 02",1,#D1605E,1967,"Годдінг, Вільям(Уїльям): Хлопчик Біллі, № 04"
"Івашкевич, Ярослав: [Поезії], № 03",1,#E59265,1960 - 1970,Great Britain. English Literature
"Івашкевич, Ярослав: [Поезії], № 04",1,#F2A2A29,1960 - 1970,English
"Івашкевич, Ярослав: Білек: Оповідання, № 02",1,#84B5B24,1960 - 1970,1967
"Івашкевич, Ярослав: Заруддя: Повість, № 01",1,#D1605E,1967,"Годдінг, Вільям(Уїльям): Драбина й дерево: Есе, № 04"
"Івашкевич, Ярослав: Оди олімпійські, № 06",1,#E59266,1960 - 1970,Great Britain. English Literature
"Івашкевич, Ярослав: Пригорщ вербового листя: 3 кн. віршів «Карта погоди», № 12",1,#F2A2A30,1960 - 1970,English
"Івашкевич, Ярослав: Псіхея: Повість, № 02",1,#84B5B38,1960 - 1970,1967
"Івашкевич, Ярослав: Сни: Новела, № 9/10",1,#84B5B39,1967,"Годдінг, Вільям(Уїльям): Володар мух: Уривок з роману, № 04"
"Івашкевич, Ярослав: Сніданок у Теодора: Оповідання, № 04",1,#D1605E,1960 - 1970,Great Britain. English Literature
"Іволгін Вол: На фронті п’ятої бойової: Оповідання, № 11",1,#E59266,1960 - 1970,English
"Іволгін Вол: Нотатки унтер-офіцера: Оповідання, № 29",1,#F2A2A30,1960 - 1970,1962
"Івченко, Леонід: Товаришеві: [Вірш], № 09",1,#84B5B25,1962,"Голсуорсі, Джон: Лицар: Повість, № 02"
"Ігнатюк, Іван: Нам з лісом рости: [Вірш], № 08",1,#D1605E,1980 - 1990,Great Britain. English Literature
"Ієнсен, Іганес: Чи це вам до вподоби: Оповідання, № 09",1,#E59267,1980 - 1990,English
"Ізгар С: Утікач: Оповідання, № 12",1,#F2A2A31,1980 - 1990,1988
"Ійєш, Дюла: [Поезії], № 11",1,#84B5B37,1988,"Грейвз, Роберт: Філософ у Римі: Оповідання, № 06"
"Ійєш, Дюла: На новий рік, № 06",1,#84B5B38,1990 - 2000,Great Britain. English Literature
"Ійєш, Дюла: Недоторканний: [Вірші], № 06",1,#D1605E,1990 - 2000,English
"Ійєш, Дюла: Сліди: [Вірш], № 01",1,#E59267,1990 - 2000,1995
"Ікаго, Ацуюкі: На прощання: [Поезія], № 07",1,#F2A2A31,1995,"Грін, Грехем: Втратити - і все забути: Повість, № 5/6"
"Ікаса, Франсіско де: Мадригал про смерть: [Вірш], № 02",1,#84B5B26,1980 - 1990,Great Britain. English Literature
"Ікаса, Хорхе: Шаблі: Новела, № 02",1,#D1605E,1980 - 1990,English
"Іларіон, митрополит (Іван Огієнко): Канада: [Вірш], № 11",1,#E59268,1980 - 1990,1986
"Іларіон, митрополит (Іван Огієнко): Умом я Бога не відчую: Урив, з вірша, № 11",1,#F2A2A32,1986,"Грін, Грехем: Десятий: Повість, № 08"
"Іллеш, Бела: Бернард Шоу, № 03",1,#84B5B23,1990 - 2000,Great Britain. English Literature
"Іллеш, Бела: Випадки з життя: У Олександра Серафимовича, № 03",1,#D1605E,1990 - 2000,English
"Іллеш, Бела: Заболочений двір, № 03",1,#E59265,1990 - 2000,1990
"Іллеш, Бела: Король Матяш і лицар Голубарі, № 03",1,#F2A2A29,1990,"Грін, Грехем: Капітан і ворог: Роман, № 04"
"Іллеш, Бела: Максим Горький, № 03",1,#84B5B24,1990 - 2000,Great Britain. English Literature
"Іллеш, Бела: Мартін Андерсен Нексе, № 03",1,#D1605E,1990 - 2000,English
"Іллеш, Бела: Маяковський, № 03",1,#E59266,1990 - 2000,1993
"Іллеш, Бела: Перо і шабля: Оповідання, № 03",1,#F2A2A30,1993,"Грін, Грехем: Монсеньйор Кіхот: Роман, № 9/10"
"Іллеш, Бела: Повернення: Оповідання, № 04",1,#84B5B38,1990 - 2000,Great Britain. English Literature
"Іллеш, Бела: Ромен Роллан, № 03",1,#84B5B39,1990 - 2000,English
"Іллеш, Бела: Серце матері: Оповідання, № 05",1,#D1605E,1990 - 2000,1997
"Іллеш, Бела: Чудо, № 03",1,#E59266,1997,"Грін, Грехем: Останнє слово: Оповідання, № 8/9"
"Імператриця Дзіто: Пісні, № 08",1,#F2A2A30,1950 - 1960,Great Britain. English Literature
"Імператриця Іванохіме: Пісні, № 08",1,#84B5B25,1950 - 1960,English
"Імператриця Комьо: Пісня, № 08",1,#D1605E,1950 - 1960,1958
"Інар, Гюстав: Остання барикада: [Вірш], № 09",1,#E59267,1958,"Грін, Грехем: Полонений: Оповідання, № 06"
"Інголич, Антон: Шлях до вершини: Урив, з роману, № 06",1,#F2A2A31,1990 - 2000,Great Britain. English Literature
"Іняма Ннадозі: Різдвяний дарунок: Оповідання, № 12",1,#84B5B37,1990 - 2000,English
"Іоаніду, Еллі: Двері: Вірш, № 05",1,#84B5B38,1990 - 2000,1990
"Іоаніду, Еллі: Імпресія, № 03",1,#D1605E,1990,"Даль, Руальд: Звуковий апарат: Оповідання, № 12"
"Іоаніду, Еллі: У літню ніч: Вірші з в’язниці, № 03",1,#E59267,1980 - 1990,Great Britain. English Literature
"Іоввадь [Іоббадь], Карой: Київський етюд: [Вірш], № 05",1,#F2A2A31,1980 - 1990,English
"Іоввадь [Іоббадь], Карой: Не байдуже (Після мандрівки): [Вірш], № 01",1,#84B5B26,1980 - 1990,1987
"Іпчи І: Трактор: Оповідання, № 25/27",1,#D1605E,1987,"Даль, Руальд: Місіс Біксбі й манто від Полковника: Оповідання, № 10"
"Іранців, Назарян: Коваль Гааве: (Перська легенда): Оповідання, № 52",1,#E59268,1990 - 2000,Great Britain. English Literature
"Іріарте-і-Сіснерос, Хуан де: «Хто був одружений колись...»: Епіграма, № 01",1,#F2A2A32,1990 - 2000,English
"Іріарте, Томас де: На старого скнару: Епіграма, № 01",1,#84B5B23,1990 - 2000,1997
"Ірчан, Мирослав: Борщовий магнат: Урив, з оповід. «Міліонери», № 18",1,#D1605E,1997,"Даль, Руальд: Шлях на небеса: Оповідання, № 07"
"Ірчан, Мирослав: Із сніжної Канади: [Вірш], № 11",1,#E59265,1970 - 1980,Great Britain. English Literature
"Ірчан, Мирослав: Пляцдарм: (Урив, з п’єси), № 08",1,#F2A2A29,1970 - 1980,English
"Ісаєв, Младен: Велика земля: Вірш, № 09",1,#84B5B24,1970 - 1980,1976
"Ісаєв, Младен: Велика земля: Вірш, № 11",1,#D1605E,1976,"Данкен, Рональд: -, № 10"
"Ісаєв, Младен: Горіння: Вірші, № 09",1,#E59266,1980 - 1990,Great Britain. English Literature
"Ісаєв, Младен: Мої предки, № 09",1,#F2A2A30,1980 - 1990,English
"Ісаєв, Младен: Ода Болгарії: Поезія, № 09",1,#84B5B38,1980 - 1990,1988
"Ісаєв, Младен: Пастушок, № 09",1,#84B5B39,1988,"Джекобс, Вільям: Чорний кіт: Оповідання, № 10"
"Ісаєв, Младен: Сон: Вірші, № 09",1,#D1605E,1960 - 1970,Great Britain. English Literature
"Ісаєва, Людмила: На вершині щастя: Вірш, № 09",1,#E59266,1960 - 1970,English
"Ісакович, Антоніє: Берлін Kaputt: Оповідання, № 09",1,#F2A2A30,1960 - 1970,1963
"Ісакович, Антоніє: Двоє: Оповідання, № 11",1,#84B5B25,1963,"Джонс, Ернест: Пісня заробітчанина: [Вірш], № 06"
"Ісіда, Хакьо: «Ніжнутроянду...»: Хайку, № 08",1,#D1605E,1990 - 2000,Great Britain. English Literature
"Ісікава, Дзюн: Попереднє життя: Новела, № 03",1,#E59267,1990 - 2000,English
"Ісікава, Такубоку: [Поезії], № 01",1,#F2A2A31,1990 - 2000,1996
"Ісікава, Такубоку: [Поезії], № 06",1,#84B5B37,1996,"Джонсон, Бен: Пісня, № 04"
"Ісікава, Такубоку: Жменя піску: Есе, № 10",1,#84B5B38,1960 - 1970,Great Britain. English Literature
"Ісікава, Такубоку: з збірки «Жменя піску»: [Поезії], № 10",1,#D1605E,1960 - 1970,English
"Ісікава, Тацудзо: Очерет під вітром: Роман, № 01",1,#E59267,1960 - 1970,1968
"Іслам, Нозрул: Поезії, № 10",1,#F2A2A31,1968,"Джонсон, Памела Хенсфорд: На Корк-стріт, поряд з магазином капелюхів: Роман, № 12"
"Ісса: Хайку, № 08",1,#84B5B26,1990 - 2000,Great Britain. English Literature
"Істраті, Панаіт [Панаїт: Безсмертя: Зі спогадів: Манускрипт, № 25",1,#D1605E,1990 - 2000,English
"Істраті, Панаіт [Панаїт: Бідаки справжні і бідаки архіміліонщики: 3 нотаток: Оповідання, № 31",1,#E59268,1990 - 2000,1999
"Істраті, Панаіт [Панаїт: Між Одесою та Піреєм: 3 нотаток подорожнього: Оповідання, № 33",1,#F2A2A32,1999,"Діккенс, Чарлз: Різдвяна ялинка: Есе, № 01"
"Їтс, Уїльям Батлер: [Поезії], № 02",1,#84B5B36,1990 - 2000,Great Britain. English Literature
"Їтс, Уїльям Батлер: [Поезії], № 11",1,#84B5B37,1990 - 2000,English
"Ічнянський, Мирослав: Вітер на коні, № 11",1,#D1605E,1990 - 2000,1995
"Ічнянський, Мирослав: Саранська лілія: [Вірші], № 11",1,#E59268,1995,"Дойл, Артур Конан: Обличчя під вуаллю, № 01"
"Ішемгулов, Булат: Діти країни: Оповідання, № 16",1,#84B5B24,1990 - 2000,Great Britain. English Literature
"Йєнсен, Улав: Убивство на замовлення: Оповідання, № 03",1,#D1605E,1990 - 2000,English
"Йовков, Йордан: Біла ластівка: Оповідання, № 09",1,#E59266,1990 - 2000,1995
"Йовков, Йордан: Гріх Івана Беліна, № 09",1,#F2A2A30,1995,"Дойл, Артур Конан: Вельможний клієнт: Оповідання, № 01"
"Йовков, Йордан: Шибил, № 09",1,#84B5B25,1990 - 2000,Great Britain. English Literature
"Йоганідес, Ян: Слони з Маутгаузена: Повість, № 11",1,#D1605E,1990 - 2000,English
"Йогансен, Майк [Михайло]: Баляда: [Вірш], № 18",1,#E59267,1990 - 2000,1996
"Йогансен, Майк [Михайло]: Кінець Майкла Паркера: Оповідання, № 22",1,#F2A2A31,1996,"Донн, Джон: До моєї володарки, що спати вкладається: Вірш, № 04"
"Йогансен, Майк [Михайло]: Ленінська картка: Оповідання, № 02",1,#84B5B40,1980 - 1990,Great Britain. English Literature
"Йогансен, Майк [Михайло]: Майборода й сатана: Оповідання, № 16",1,#84B5B41,1980 - 1990,-
"Йогансен, Майк [Михайло]: Майборода: Оповідання, № 11",1,#D1605E,1980 - 1990,1983
"Йогансен, Майк [Михайло]: Майборода: Оповідання, № 18",1,#E59267,1983,"Донн, Джон: Не величайся, смерте: Сонет, № 02"
"Йогансен, Майк [Михайло]: Павза: [Вірш], № 05",1,#F2A2A31,1970 - 1980,Great Britain. English Literature
"Йогансен, Майк [Михайло]: Степ: [Вірш], № 19",1,#84B5B26,1970 - 1980,English
"Його, Вольфганг: Пощади не буде: Роман, № 04",1,#D1605E,1970 - 1980,1976
"Йожеф, Аттіла: [Поезії], № 04",1,#E59268,1976,"Донн, Джон: Пісня (...Впала зірка...): Поезії, № 03"
"Йожеф, Аттіла: [Поезії], № 07",1,#F2A2A32,1950 - 1960,Great Britain. English Literature
"Йожеф, Аттіла: [Поезії], № 10",1,#84B5B39,1950 - 1960,English
"Йожеф, Аттіла: З чистим серцем, № 04",1,#84B5B40,1950 - 1960,1959
"Йожеф, Аттіла: Ув’язнений: [Вірші], № 04",1,#D1605E,1959,"Еміс, Кінгслі: Цікаві речі: Оповідання, № 06"
"Йонг, Анні де: Carpe diem: [Вірш], № 12",1,#E59268,1990 - 2000,Great Britain. English Literature
